job_role,experience_years,ai_tool_usage_hours_per_week,tasks_automated_percent,manual_work_hours_per_week,learning_time_hours_per_week,deadline_pressure_level,meeting_hours_per_week,collaboration_hours_per_week,error_rate_percent,task_complexity_score,focus_hours_per_day,work_life_balance_score,burnout_risk_score,productivity_score
Designer,10,3.8,10.2,32.8,3.9,High,4.4,8.4,0.1,8,4.5,2.8,10,56.1
Analyst,13,13.8,30.1,26.2,2.4,High,6.1,8.6,0.47,8,7,1.5,10,78.2
Writer,13,23.6,48.8,15.6,3.1,Medium,6.8,8.8,1.21,1,3.8,3,10,69.7
Analyst,9,2,0,34.6,4.3,High,3.1,5.8,0.86,6,5.6,3.1,10,51.5
Developer,4,12.8,33.1,19,1.7,Low,3.1,3.2,3.73,9,5.9,7.3,5.44,66.1
Analyst,8,0,0,25.5,0.2,Low,2.5,9.6,2.53,9,4.6,9,4.18,61.1
Writer,18,11.9,34.1,20.8,1.4,Medium,7.3,8.5,4.22,4,5.7,4.5,9.15,68.1
Manager,11,3.9,8.4,24.6,1,High,12.7,11.6,3.63,4,4.6,2.7,10,48.6
Analyst,6,10.1,19.7,17.8,1.4,High,3.7,4.3,3.53,3,5.3,5.1,10,47.7
Analyst,14,15.6,36.6,16.2,0.2,Medium,9.3,11,2.98,6,5.4,4.2,9.37,69.7
Marketer,18,10,31.6,25.2,2.5,Medium,6,6.9,1.99,7,4.5,4.2,9.37,76.2
Analyst,19,10.3,20.4,21,2.6,High,3.3,7.8,2.43,3,4.1,4.4,10,62.5
Developer,9,21.6,50.9,22.6,2,Medium,3.7,3.5,3.14,8,5.6,2.5,10,75.9
Developer,17,18.5,49.7,16.1,1.3,Medium,8.3,5.8,0.18,3,2.4,3.8,9.67,79
Manager,13,5.3,22.9,14.3,2.7,High,17.2,11.9,0.1,7,2.7,3.8,10,57.2
Designer,2,2.6,0,30.2,1.4,Low,4.9,7.9,0.29,1,5.2,6.6,5.96,57.8
Marketer,1,7.1,19.7,22.8,1.5,Medium,10.9,12.2,4.09,2,2.9,4.3,9.3,33.6
Manager,12,6.6,13,27.8,0.8,High,10,9.7,4.56,1,3.5,1.9,10,41
Analyst,18,13.2,35,13.4,2,Medium,10.9,9.6,0.69,6,3.7,5.1,8.7,83.1
Analyst,10,5.1,5.1,24.5,1,Medium,1,5.1,0.1,10,5.8,6.8,7.44,67.4
Analyst,1,14.3,30.3,20.6,0.5,High,7.8,9.7,5.88,6,5.2,2.3,10,47.3
Writer,15,18.6,45.1,24.9,2.9,Low,8.2,9.7,3.59,10,4.6,3.1,8.55,75.1
Manager,12,5.3,7.8,30,0.5,Medium,17.9,16.7,0.51,5,2.9,1.2,10,51.5
Designer,8,10.2,19.8,25.4,2.1,High,1,5.3,2.33,8,6.8,3.9,10,59.8
Analyst,5,10.1,32.3,26.4,1.8,Medium,5.5,7.1,1.74,5,4.3,4,9.52,59.6
Designer,5,7.5,24.6,23.6,1.5,Low,5.4,9.1,3.04,1,4.6,6.9,5.74,63.7
Developer,14,15.3,40,20.1,1.1,Medium,9.1,11.7,3.94,3,4.4,3.4,9.97,69.9
Designer,16,5.1,15.5,26.6,2.6,High,3.9,7.4,0.1,10,4.6,4.1,10,69.3
Developer,14,13.5,30,19.2,0.8,Medium,9,9.2,3,5,6,4.1,9.45,70.6
Writer,4,10.1,28.5,13.8,1.5,Low,4.9,8.7,4.16,3,5.8,8.8,4.33,70.7
Developer,4,6.1,5,27.8,2.1,Low,3.8,9.6,2.52,3,4.9,6.6,5.96,63
Writer,13,11.2,22.6,27.1,0.8,Medium,1.2,6.1,3.06,7,5.4,4.6,9.07,57.7
Marketer,16,7.1,23.4,18.7,1.9,High,4,6.2,0.1,10,5.8,5.6,9.99,74.2
Designer,9,2.3,6.6,30,4.2,High,6,7.5,1.91,10,5.6,3.4,10,46.9
Designer,2,8.4,12.2,28.8,1.7,Medium,5.2,5.4,4.54,5,4,3.9,9.59,41.5
Designer,8,9.9,18.8,23.7,1.8,Medium,4.7,6.6,3.56,6,6.3,4.9,8.85,59
Designer,14,5.3,32.3,16.9,1.7,Low,3.1,8.8,2.81,4,6.4,9.7,3.67,87.2
Developer,4,26.6,65.7,10,1.1,High,5.1,6.6,5.3,9,6.7,2.6,10,69
Manager,15,2.2,3.3,32.1,3.9,High,6.1,6.8,2.16,5,4.8,2.9,10,50.3
Marketer,7,11.1,32.5,10,1.4,High,1,11.9,1.14,2,4.2,7.5,8.58,61.9
Analyst,13,7,16,26.4,1.3,High,6.3,3.1,0.73,8,6.2,3.1,10,72.8
Manager,10,2,6.5,26,0.5,High,19.4,14.7,3.79,8,1,1.2,10,36.9
Analyst,12,7.8,28.7,14,1.6,Low,2.6,6.1,2.53,4,4.9,9.9,3.51,82.9
Developer,6,11.5,27,24.3,1.4,Medium,3.2,8.3,0.34,8,3.9,4.8,8.94,56.7
Marketer,2,7,16.3,26.5,1.5,Low,1,2,2.85,4,5.5,7.4,5.37,60.6
Developer,14,30.4,79.9,10,0.9,Medium,2.3,6.4,5.11,7,6.2,3.8,9.66,95.3
Developer,7,20.6,52.5,15.4,0.8,Medium,5.8,7.3,3.46,2,5.1,4.1,9.46,69.5
Analyst,5,8.8,20.1,32.3,0.8,Medium,2.8,4.9,3.02,8,4.9,3.5,9.88,51.9
Developer,9,14.8,33.3,20.3,4.1,Low,1,5.8,2.86,2,7.4,7,5.67,84.8
Developer,19,17.7,45.8,11.9,0.2,Low,2.1,6.1,0.71,4,6.1,8.1,4.85,100
Developer,9,13.3,29.8,17.9,0.7,Low,2.3,6.4,0.59,4,4,7.6,5.21,72.6
Writer,20,17.7,43,18.3,0.6,High,5.7,6.8,2.82,8,3.1,2.6,10,73
Designer,12,4.3,11.6,25.5,11.2,Medium,6.8,11.8,0.1,4,4,5.4,8.5,58.3
Marketer,14,13.7,46.1,17.7,2.3,Low,7.2,7.8,2.85,2,5.2,6.4,6.12,85.5
Manager,17,8.6,21.4,22.3,1.1,High,19.2,12.5,1.76,5,1.2,1,10,56.2
Developer,19,2.5,4.7,33.4,1.8,Low,11.8,11.2,3.07,10,4,4.1,7.81,56.4
Developer,20,16.9,41.7,21,1.4,High,3.4,7.5,0.1,10,6.2,2.7,10,83.5
Analyst,20,3.7,9.7,31.4,1.8,Low,9.1,8.5,2.61,4,2.9,4.9,7.2,59.7
Designer,10,6.8,18,31.4,2.7,Medium,9.1,11.8,0.17,3,5.1,2.7,10,69.8
Manager,11,8.6,22.8,22.8,3.1,High,7.8,7.7,0.17,2,3.7,3.2,10,62.1
Manager,17,5.2,8.7,28.8,1.5,High,13.8,9.6,2.1,1,4.3,1.1,10,57.7
Writer,13,9.3,22.6,16.8,2.8,High,1,6.4,0.74,7,5.6,6.2,9.53,68
Marketer,15,7.2,20.4,28.5,3,Medium,1,6.4,2.58,7,5.9,5.3,8.55,69.1
Analyst,10,5.6,0,39.7,0.4,Medium,7.7,7.6,4.92,1,4.1,1.2,10,43.3
Marketer,18,19.3,51.6,12.7,2.6,High,9.3,7.8,1.87,9,4,2.7,10,85.8
Developer,7,14.2,32.2,24,1.7,Low,2.3,10.9,1.7,9,4.6,5.9,6.48,67.2
Manager,18,5.2,13.7,24.9,0.6,High,13.4,10.4,0.62,1,3.6,2.1,10,68.6
Writer,4,15,34.9,24.2,1.6,High,7,10.1,1.12,10,3.1,1.4,10,54.8
Writer,3,19.8,46.1,17,3.1,High,4.3,9.8,1.22,2,3.5,2.7,10,58.2
Marketer,2,15.5,42.9,13.4,2.5,Low,8.1,10.1,4.27,10,4.6,6.8,5.82,57.6
Designer,3,6.7,23.2,16.8,1,High,10.2,10.9,1.03,9,4.2,4.6,10,51
Analyst,4,7.7,17.2,26.2,2.5,High,6,9.1,4.31,8,5.1,3,10,43.8
Manager,10,6.3,22.7,18.1,2.8,Low,22.4,15.5,3.7,10,2.9,4.3,7.66,57.6
Developer,7,9.1,28.9,23.3,1.7,Low,7.3,7.2,0.63,1,4,6.1,6.33,71.2
Developer,15,13.5,33.5,21,0.4,Low,7,11.6,4.22,8,4.6,5.6,6.69,68.4
Developer,15,16.4,31.5,26.2,2.3,Low,5.1,9.5,0.1,9,5.7,4.1,7.81,86.4
Developer,5,20.6,52.6,22.8,0.7,Medium,6.1,4.1,3.04,4,4.4,2.1,10,62.5
Designer,2,2.3,8.3,24.9,3.3,Medium,2.8,4.2,3.5,7,5.5,7,7.3,46
Analyst,5,13.6,35.4,15.4,1.3,Low,1.8,4.5,2.79,6,6.9,8.3,4.7,77.9
Marketer,20,6.7,17.1,23.7,0.7,High,3.9,8.9,2.75,3,4.1,4.4,10,60.1
Analyst,13,7.3,13.2,25.1,1,Medium,6.1,7.3,3.27,2,5.8,4.9,8.86,62.4
Marketer,18,13.4,30.5,21.4,2.6,High,3.2,3.9,3.45,10,5.4,3.5,10,72.8
Designer,4,4.8,11.8,36.1,2.1,High,5.5,5.9,4.23,7,4.2,1.4,10,41.3
Manager,20,5.8,14.8,22.6,1.4,High,10.1,10.7,2.31,2,3.4,3.4,10,51.5
Designer,4,5.2,12.5,25.3,2.1,High,7.5,8.7,4.22,3,3.8,3.5,10,38.1
Writer,20,22.6,54.6,17.9,4.2,Low,3.9,2.4,0.1,1,6.3,4.9,7.21,94.8
Writer,11,12.6,33.9,10,2.3,Low,3.7,6.7,0.98,6,5.2,9.4,3.88,89.2
Designer,17,1.3,0.2,29.5,0.8,Low,4.9,10.1,2.34,6,4.1,7.1,5.59,64.7
Analyst,15,8,16.3,21.8,0.9,High,1.4,4.8,4.16,6,5.9,5.2,10,64.3
Marketer,5,4.5,10.3,28.9,6.8,High,8.1,12.1,0.41,8,5.1,2.6,10,60.8
Developer,5,20.2,51.7,13.6,0.2,Medium,4.8,6.4,5.22,2,6.2,4.9,8.87,62.6
Marketer,18,9.5,26.2,20.9,0.3,Medium,2.9,7.6,4.74,7,5.4,6.2,7.9,61.4
Analyst,3,10.4,28.2,27.6,4.7,Low,6.1,10.1,0.1,5,5.1,5,7.15,73.4
Analyst,14,2.1,0,24.2,2.4,High,7.9,8,2.69,1,4.3,4.4,10,50.1
Marketer,20,15.9,37.7,21.9,7.7,Low,5,8.2,1.13,10,5.1,5.3,6.92,94.8
Manager,18,1.3,4.7,28.6,2.9,Low,13,10.8,3.04,3,2.4,5.3,6.92,50.9
Manager,13,5.9,14.8,29.3,2.7,Low,7.3,9.6,3.16,3,6.8,5.4,6.85,68.2
Designer,7,1.7,0,27.7,5.4,High,2.4,7.7,0.28,8,7.9,5.1,10,68.3
Marketer,8,4.1,7.2,30.8,1.8,High,5,4.1,2.87,1,6.1,3,10,55.8
Writer,9,11.6,33.2,25.5,4.2,Medium,5.8,8.3,3.25,4,4.3,3.8,9.67,51.4
Developer,19,8.3,17.4,26.2,1.9,Medium,1.7,4.3,2.09,3,7.7,5.4,8.47,84.4
Manager,13,8.5,24.3,24.2,3.4,Low,15,11.4,0.84,4,4.9,4.1,7.81,84.8
Designer,10,6.9,23,21.8,0.8,Low,8.2,7.7,2.82,10,4.6,6.8,5.81,66.5
Analyst,9,9.2,21.4,26.8,0.3,High,7.3,9.8,0.44,8,4.6,2.2,10,60.8
Analyst,15,10.9,28.5,22,1.3,Low,3.9,5.9,2.11,4,5.8,6.8,5.81,84.1
Writer,8,13.8,30.2,13.6,1.7,Low,8.4,10.6,0.69,10,2.9,7,5.65,65.8
Marketer,5,8,21,19.2,3.7,Low,4,8.4,0.99,6,5.3,8.2,4.77,72.6
Developer,12,23.1,58.7,12.9,1.8,Medium,1,4.3,2.87,7,5.5,5.2,8.62,75
Manager,20,8.3,13.4,30.8,0.8,Low,22.3,17,1.3,1,1,1,10,56.3
Marketer,4,11.2,23.9,22.8,3,High,6.4,9.5,0.59,10,5.2,2.9,10,61
Designer,11,6,12.4,31.7,1,High,2,6.8,2.38,6,3.6,3.1,10,50.6
Developer,18,21,53.7,11.5,0.8,Low,2.6,7.7,2.59,6,6.8,7.2,5.51,97.7
Analyst,16,3.4,6.4,21.8,1.3,Low,8,6.7,3.13,3,6.4,7.7,5.14,68.9
Analyst,3,13.2,30.5,11.8,1.6,Low,4.9,8.1,5.24,8,5.2,8.5,4.54,65.5
Analyst,3,10.8,25.9,22.2,1.5,High,2.7,6.3,1.14,1,4.9,4.1,10,58
Manager,11,1.1,0,30.4,4.1,Medium,12.5,14.3,2.02,3,2.6,3.5,9.89,38.3
Analyst,14,6.8,12.1,32.5,2.2,Medium,1,5.8,1.14,10,5.5,4.4,9.22,66.4
Writer,10,12,22.8,23.7,2,Low,1,6.4,2.84,6,6.4,6.8,5.8,81.1
Analyst,8,5.5,17,27.2,0.9,Low,1,6.6,4.66,9,5.4,7.6,5.22,62.7
Designer,6,2,0,31,3.9,Low,6.6,4.4,0.95,6,6.3,6.1,6.33,60.5
Designer,7,4.6,6.6,37.1,1.4,High,8.7,9,3.56,4,4,1,10,40
Developer,2,15.5,54,10,1.2,High,1,8.3,5.67,2,5.9,6.4,9.39,61.2
Designer,7,12.1,29.1,21.8,4.4,High,1,2,0.1,6,5.5,4.3,10,76.5
Developer,10,14.2,39.1,24.4,0.3,High,1.8,8.1,2.55,6,5.1,2.9,10,69.7
Developer,4,14.2,40.4,11.3,2.6,Medium,1,5.5,3.97,6,6.1,7.9,6.64,65.5
Writer,7,10.5,26.1,19,1.4,Low,4.7,6.9,4.95,9,5.1,7.4,5.35,62.5
Designer,8,5.7,18,27.5,3.5,Low,3.1,9,0.1,2,5.6,6.9,5.73,77.2
Developer,11,17.9,48.7,12.9,0.6,High,1,7.3,3.32,3,5.7,5.1,10,74.6
Manager,4,6.8,12.2,29.8,1,High,15.3,13.2,2.93,9,1.5,1,10,29.1
Analyst,8,10.9,30.1,13.4,2.4,Low,1,5.4,0.1,6,5.8,9.7,3.67,87.3
Designer,17,4.5,11.8,34.8,1.1,High,3.8,4.6,0.76,1,3.2,2.2,10,60.7
Designer,8,0.1,8.7,16.3,3.4,High,9.6,7.8,2.71,2,4.1,6.5,9.31,48.7
Developer,7,14.4,41.8,18.5,1.6,High,2.7,6.5,3.47,2,4.9,4.1,10,69.2
Writer,6,11.1,17.1,33.1,1.8,Low,4.6,8.3,0.1,10,3.9,3.8,8.03,52
Marketer,18,1.9,0,28.5,1.8,High,12.4,12,2.66,4,2.9,2.3,10,45.4
Manager,8,6,19.2,27.6,1.4,High,11.6,11.1,1.36,10,2.9,1.7,10,52.6
Designer,8,3.1,11.5,33.9,1,Medium,3.8,7,2.83,3,4.3,4.3,9.3,41.9
Developer,15,13.9,38.4,20.7,1,Low,12,9.5,0.18,8,3.8,4.4,7.6,77.8
Marketer,20,9.1,21.4,20.5,4.4,High,3.7,2,0.1,1,5.2,4.7,10,78.2
Manager,13,6.5,14.1,21.3,3.4,Medium,16.3,13.1,0.56,8,3.7,3.5,9.9,61.2
Analyst,2,13.5,30.4,11,0.4,Medium,1.3,9.1,2.61,8,4.7,8,6.55,61
Developer,20,15.5,39.4,19.9,1.5,Low,5.3,4.3,0.1,1,5.5,5.8,6.54,99.6
Developer,5,13.2,36.5,28.3,2.3,Low,4,4.9,0.46,4,5.8,4.6,7.43,75.8
Developer,16,20.2,51.5,18,1.1,Low,1,8.1,1.52,1,4.7,6.2,6.25,89.3
Analyst,19,2.7,3.5,34.9,3.6,Medium,8.1,8.9,1.64,7,3.7,3.1,10,51.5
Designer,12,6.1,14.8,26.2,0.3,Medium,6.2,8.3,1.73,5,3.5,4.9,8.86,60.2
Designer,6,0,9.1,26,1.2,Medium,2.8,5.8,1.02,7,6.9,7.3,7.08,72.6
Analyst,5,8.3,16,30.7,1.2,Medium,7.2,11.8,0.77,1,4.5,2.9,10,57.6
Developer,10,10.6,21.1,25.9,0.9,High,1,4.4,1.26,5,6.4,3.6,10,64
Designer,17,4.6,10.4,21.1,0.4,Low,6.5,10,2.25,7,4.9,8,4.93,76.4
Analyst,6,9.7,24.1,22.6,3.2,Medium,8,8.9,2.32,1,4,4.4,9.22,57.2
Analyst,5,11.9,30.5,25.9,1.1,Low,4,2,0.83,8,6.6,5.6,6.71,76.3
Manager,8,4,5.2,31,0.8,High,6.7,6.2,1.05,4,4.2,2.6,10,50.4
Designer,9,4.2,14.6,21.1,1.6,High,9.9,12.7,3.3,4,4.3,4.2,10,49.6
Marketer,11,10.2,25.2,21.4,0.5,Medium,1.8,8.4,0.81,4,8,6.2,7.9,86
Developer,8,9.2,14.9,29.7,0.9,Medium,1.7,8.8,3.03,5,5.1,4.4,9.24,48.1
Manager,19,7.4,20.8,26.6,1.9,Medium,11.3,11.3,3.01,6,3.8,3.2,10,62.1
Marketer,19,13,35.8,14.3,1.5,High,5.6,4.3,1.44,6,4,4.8,10,74.4
Marketer,10,10.6,23.8,23.9,2.5,High,2.6,5.8,1.67,8,4.6,3.7,10,64.5
Designer,3,6.4,16.6,30.8,4.1,Medium,7.5,9.3,1.67,8,5.6,3.3,10,54
Developer,1,6.3,14.7,34.9,3.6,Medium,9.7,8.5,0.1,2,3.7,1.8,10,43.3
Manager,9,0.3,0,25.6,0.7,High,21.4,17.2,0.8,6,3.3,1.2,10,49.1
Marketer,17,22,58.1,15.4,1.2,High,10.7,7.5,4.07,7,5.3,1,10,80.7
Analyst,5,13.4,27.2,23.9,3.4,Medium,1.5,8.5,2.48,5,7,4.8,8.93,66.4
Developer,16,4.9,10.3,27.3,1.1,Low,5.9,11.6,4.11,3,6.1,6.5,6.04,75.1
Marketer,7,10.2,30.2,23.2,2.6,High,4.1,7.3,2.6,3,3.6,3.6,10,56.2
Manager,9,4.9,14.7,24.9,1,Medium,17.5,12.7,2.91,3,1,2.7,10,38.4
Marketer,12,16.7,44.7,14.4,0.7,Medium,6.1,11.1,3.17,3,2.7,5.2,8.63,65.5
Marketer,8,11.5,32.8,16.4,1.4,High,4.6,8.4,4.57,6,5.9,4.9,10,64.2
Developer,6,15.5,40,24.9,2.3,High,4.5,8.1,3.98,4,5.5,1.8,10,62.6
Developer,17,8.2,18.7,28.4,0.2,Medium,8.4,8.5,1.88,5,4.4,3.3,10,65.1
Developer,20,25.4,68.5,10,1.4,Low,2.2,7.5,0.76,2,5.4,6.6,5.96,100
Developer,4,18.9,61,23,2.6,Low,4.8,10.5,1.85,3,6.2,4.3,7.65,86.3
Writer,2,20.2,48.6,23.5,1.4,High,8.2,9.9,4.3,2,4.8,1,10,60.3
Manager,12,4.4,9.3,29.5,1.1,High,19.1,18.4,2.09,5,2,1,10,48.4
Manager,18,3,9.9,26.7,2.1,Medium,25.5,20,2.51,6,1.9,1,10,52.9
Marketer,2,11.3,15.6,25.2,1.8,High,5.2,5.5,0.79,8,4.7,2.6,10,45.2
Designer,2,3.9,11.6,24.1,4.6,Low,5.2,6.7,0.1,6,6.3,7.7,5.14,76.9
Writer,6,13.3,37.9,20,4.5,Low,4.8,7.2,1.94,5,4.1,6.5,6.04,69.5
Analyst,20,5.3,12.5,23.9,0.8,Medium,6.8,11.1,1.65,8,5,5.5,8.41,74.5
Developer,6,14.9,39.4,24.3,2.3,Low,4.1,8,0.36,5,5.2,5.2,7,80.3
Developer,15,21.5,55.7,12.8,2.8,Medium,5.9,5.2,4.12,9,5.2,4.5,9.16,77.7
Analyst,2,6.4,15.6,22,1.8,Medium,7.6,10.5,0.83,10,4.2,5.5,8.41,45.7
Marketer,18,4,14.7,16.2,1.6,Low,9.5,9.9,0.1,10,3.3,8.6,4.48,74.2
Manager,17,1.8,0,38.4,1,Low,16.8,13.1,2.07,3,2.6,1.8,9.52,46.8
Developer,3,16.6,56.9,13.4,0.2,Low,6,6.9,4.88,10,3.3,7,5.66,59.6
Designer,17,9.1,34.1,31,2.9,High,2.2,5.3,0.88,7,5.9,2.4,10,84.2
Designer,17,11.5,24.7,19.1,2.4,High,6.3,11.1,0.1,7,5.1,3.8,10,78
Analyst,14,7.9,14.2,30.1,1.9,Low,5.6,4.9,0.1,1,4.3,5.1,7.07,67.7
Marketer,19,13.9,23.9,22.1,0.5,Low,9.2,7,1.67,6,4.8,4.7,7.36,74.2
Developer,10,20.1,59.8,13,0.8,High,1,6.3,1.66,6,6.6,4.5,10,92
Writer,2,18.5,47.5,18.4,2.7,Low,6.4,6.7,1.29,1,4.7,5.2,7,75.1
Writer,14,22,55.7,14,1.1,Low,8,10.1,3.27,8,3.9,5,7.14,78.4
Developer,4,16.6,34,23,2.7,Low,1.6,4.1,0.61,8,5.4,5.7,6.62,73.2
Marketer,7,15,44.3,10,1.5,Medium,4.1,4.3,0.64,2,5.7,7.2,7.15,77.3
Designer,19,0,0,25.5,0.2,Medium,1.7,4.6,4.6,7,4.8,7.7,6.78,58.7
Developer,7,9.3,28,17.9,1.8,Low,5.1,7.6,0.1,9,5.4,7.9,4.99,75.3
Analyst,8,11.1,14.5,31,2.4,High,6.5,8.5,1.53,3,4.4,1,10,50.3
Marketer,11,7.2,17.6,29.7,2,Low,7.5,15.4,0.76,3,5.2,4.9,7.21,61.9
Analyst,4,7.6,24.7,19.3,1.2,Low,7.5,11.1,3.19,10,3.4,7.4,5.36,52.4
Marketer,19,5.3,12.3,23.8,7,Medium,4.6,8.2,0.1,8,4.5,6.1,7.97,77.3
Marketer,20,11.3,30.9,21.3,1.3,Medium,7.3,9.7,2.89,2,4.5,4.5,9.14,60.2
Developer,8,8,18,18.6,1.4,High,7.1,12.6,0.1,9,4.3,4.6,10,55
Designer,16,1.8,12.6,23.8,0.5,Medium,2.5,6.8,3.17,1,4.9,7.5,6.94,58.1
Manager,15,0.3,0,19.8,0.3,Medium,16.4,13.1,0.76,1,3.2,5.4,8.49,49.1
Designer,12,1.7,0.3,33.4,0,Low,9.6,8,2.9,3,4.5,4.8,7.28,55.1
Marketer,17,4.8,3.1,29.5,0.9,Low,6.2,7.9,3.24,7,5.3,5.9,6.48,62.6
Developer,15,15.8,42.4,12.8,2.1,Low,5.4,9.6,1.01,7,3.8,7.5,5.29,80.5
Developer,6,13.4,41.9,18.4,1.8,Medium,2.8,5.5,3.17,3,6.6,5.9,8.13,76.6
Writer,11,7.7,11.8,29.1,0.4,High,1,5.5,3.2,6,4.1,3.5,10,46.5
Manager,11,6.2,14.1,21.9,0.5,Low,19.9,14.9,3.98,9,1.5,4,7.88,46.6
Marketer,19,11.5,21.7,22.1,0.8,Low,1,4.7,0.1,6,6.8,7.4,5.38,98.7
Marketer,3,11,19.2,27.9,0.5,High,2.8,7.3,3.78,9,6.5,2.6,10,54.1
Designer,14,3,16.5,23.1,1.4,Medium,9.1,8.4,1.02,9,1.9,5.7,8.26,56.8
Marketer,18,15,32.2,18.2,0.6,High,1.7,2,4.36,3,3.4,4.3,10,66.3
Designer,19,3,6.2,28.4,2.9,Low,6.7,10.5,0.1,2,4.2,6.5,6.04,77.3
Developer,5,25.4,56.4,10,0.7,High,9,8.7,1.73,9,4.7,1.9,10,68.9
Designer,20,0,4.3,36.7,1.8,High,6.1,10,2.6,9,5.4,2.3,10,66.5
Developer,10,24.9,63.9,10,1.7,High,9.5,12.1,3.17,7,3.7,1.9,10,75.8
Developer,2,23.2,59.3,10,1.7,High,7,6.3,1.37,1,7.1,2.9,10,82.3
Manager,16,9.8,24.2,25.4,2.3,Medium,22.1,14.4,3.54,4,2.3,1,10,44.6
Designer,17,4.3,17.4,23.5,2.6,High,3.8,5,0.1,7,4.1,5.1,10,66
Developer,17,14,41.8,15.4,3.7,Medium,6.2,8.4,0.13,2,3.1,5.6,8.34,77.5
Marketer,10,1.4,1.1,23.9,0.5,Low,9.4,11.4,3.51,6,4,7.3,5.43,43.1
Manager,14,5.6,10,27.4,0.3,Medium,29.7,18.2,4.03,9,1.3,1,10,44.9
Manager,11,9.8,22.2,26.2,1.9,High,16.5,13.5,1.96,3,3.9,1,10,58.1
Analyst,3,17.6,44.6,25.2,2.3,High,1,2,4.36,7,5.7,2.1,10,58.6
Marketer,8,10.8,23.9,21.6,1.4,Low,1.6,4.5,4.32,3,5.6,7.5,5.29,60.7
Analyst,13,15.7,36.5,16.2,2.2,Low,8.5,7.3,4.33,3,6.7,5.9,6.47,73.8
Analyst,16,12.4,33.3,14.1,2.8,Medium,7.2,10.9,1.47,1,5.1,6.1,7.97,87.4
Marketer,9,15.7,46.2,12.1,4.3,High,4.9,8.9,0.1,7,4.9,4.8,10,76.4
Designer,5,1.2,8.6,28.1,2.6,Medium,3.1,7.6,1.67,8,5.9,6.4,7.74,54.9
Marketer,16,9.6,24.8,17.6,0.8,Medium,6.2,5.7,1.76,8,4.9,6.1,7.95,72.5
Marketer,4,10.3,27.2,21.5,4.7,High,1.9,4.7,0.1,10,6.3,4.6,10,66
Developer,7,13.2,34.7,14.5,1.6,Medium,2.3,5.2,3.03,6,6.7,7,7.3,82
Analyst,12,9.3,22.8,23.5,3.7,Low,7.6,6.9,0.65,4,4.6,5.9,6.47,70.2
Manager,4,5.3,21.7,28.7,2.3,High,16.3,10.7,0.1,10,1,1,10,38.6
Developer,13,8.5,18.7,15.6,1.4,High,8.5,8.2,3.75,4,4.1,4.8,10,57
Designer,20,4.5,8.7,22.5,0.6,Medium,3.9,6.6,4.08,4,4.9,6.8,7.45,56.8
Designer,11,6.8,17.6,17.2,1.7,Low,10.5,10.7,4.19,8,3.2,7.4,5.37,53.7
Manager,19,4.1,23,23,1.4,High,11.5,12.4,1.98,8,2.6,3.4,10,58.3
Marketer,9,14.1,29.2,22.8,2.7,Low,6.6,6.1,0.1,1,4.9,5.1,7.06,78.5
Analyst,15,5.2,11.8,27.6,3,Medium,4.2,8,1.76,9,4.6,5.2,8.62,62.3
Designer,6,1.3,0,26.6,1.7,Medium,10.8,9.3,2.96,8,4.3,4.8,8.92,44
Developer,6,6.4,18.4,18.5,3.2,High,3.6,4.8,3.66,3,5.1,5.9,9.76,46.8
Analyst,3,6.9,13.6,21.7,1.4,Low,4.3,5,2.64,7,6,7.8,5.07,63.4
Designer,20,6.9,16.7,16.2,0.6,Medium,1,6.8,0.9,9,6.8,8.5,6.2,85.4
Designer,7,2.2,7,21.5,0.4,High,4.1,6.7,2.04,3,4.3,6.1,9.62,39
Developer,1,14.2,33.1,23,3,High,7.5,7.1,3.88,3,4.5,1.8,10,49.6
Writer,9,13.9,39.9,15.6,0.4,Medium,3.3,9.1,3.83,3,5.1,6.3,7.82,62.4
Manager,12,6.3,21.6,28.6,2.2,Medium,6.3,8.7,3.08,1,5,4.2,9.37,64.8
Developer,8,12.3,35.5,20.2,1,Low,1,4.5,4.88,1,6.1,7.6,5.21,80.3
Analyst,3,8.8,24.3,27.2,2.2,Medium,2.9,5.6,0.34,1,5.8,4.8,8.93,65.2
Writer,15,0,4.1,27.2,1.4,Low,1,2,0.1,9,6.3,9,4.19,87.4
Manager,3,7.4,28.9,17.7,1.4,Low,11.4,12.4,2.98,2,4.6,6.9,5.74,62.3
Manager,1,4.9,7.6,37.1,1.3,High,14.8,12.2,4.39,9,2.7,1,10,23.9
Developer,2,16,43.4,18.4,2.1,Medium,7,5.6,0.58,7,5.9,4.2,9.38,69.7
Writer,3,10.5,25.3,23.5,1.2,Low,7.1,9.2,2.35,10,4,5.7,6.62,63
Manager,17,5.9,20.5,30.2,2,Low,16.4,14.7,4.04,10,1.8,2.9,8.7,49.9
Developer,19,17,36.7,28.9,3.4,Medium,6.7,5.4,1.21,9,5.8,1.3,10,92.3
Developer,10,14.3,33.3,10.8,0.8,High,2.3,6.3,1.6,4,7.3,6.1,9.59,70.5
Writer,19,11.4,30.3,26.3,1.4,High,4.6,7.8,4.28,3,5.1,2.4,10,70.3
Developer,17,17.5,40.7,13.9,1.8,Medium,8.7,14.4,1.92,8,1.6,4.5,9.16,66.5
Manager,19,7.5,24.8,21.6,1.4,Medium,11,9.6,0.1,10,3.9,4.5,9.16,82.3
